5000,0.1,0.05,0.1,0.35622
5000,0.1,0.1,0.1,0.35836
5000,0.1,0.15000000000000002,0.1,0.37024
5000,0.1,0.2,0.1,0.36818
5000,0.1,0.25,0.1,0.38556
5000,0.1,0.3,0.1,0.42246
5000,0.1,0.35000000000000003,0.1,0.38054
5000,0.1,0.4,0.1,0.42536
5000,0.1,0.45,0.1,0.46486
5000,0.1,0.5,0.1,0.50954
5000,0.1,0.05,0.2,0.37198
5000,0.1,0.1,0.2,0.35166
5000,0.1,0.15000000000000002,0.2,0.3661
5000,0.1,0.2,0.2,0.39306
5000,0.1,0.25,0.2,0.4211
5000,0.1,0.3,0.2,0.46118
5000,0.1,0.35000000000000003,0.2,0.51242
5000,0.1,0.4,0.2,0.55046
5000,0.1,0.45,0.2,0.5218
5000,0.1,0.5,0.2,0.62976
5000,0.1,0.05,0.30000000000000004,0.38036
5000,0.1,0.1,0.30000000000000004,0.34614
5000,0.1,0.15000000000000002,0.30000000000000004,0.3599
5000,0.1,0.2,0.30000000000000004,0.40064
5000,0.1,0.25,0.30000000000000004,0.43502
5000,0.1,0.3,0.30000000000000004,0.49806
5000,0.1,0.35000000000000003,0.30000000000000004,0.49596
5000,0.1,0.4,0.30000000000000004,0.576
5000,0.1,0.45,0.30000000000000004,0.58932
5000,0.1,0.5,0.30000000000000004,0.66106
5000,0.1,0.05,0.4,0.38452
5000,0.1,0.1,0.4,0.3402
5000,0.1,0.15000000000000002,0.4,0.37154
5000,0.1,0.2,0.4,0.40228
5000,0.1,0.25,0.4,0.45468
5000,0.1,0.3,0.4,0.5266
5000,0.1,0.35000000000000003,0.4,0.56276
5000,0.1,0.4,0.4,0.608
5000,0.1,0.45,0.4,0.6085
5000,0.1,0.5,0.4,0.59462
5000,0.1,0.05,0.5,0.37912
5000,0.1,0.1,0.5,0.3394
5000,0.1,0.15000000000000002,0.5,0.35514
5000,0.1,0.2,0.5,0.41338
5000,0.1,0.25,0.5,0.4819
5000,0.1,0.3,0.5,0.5362
5000,0.1,0.35000000000000003,0.5,0.55904
5000,0.1,0.4,0.5,0.61734
5000,0.1,0.45,0.5,0.63278
5000,0.1,0.5,0.5,0.66824
5000,0.1,0.05,0.6,0.37214
5000,0.1,0.1,0.6,0.34298
5000,0.1,0.15000000000000002,0.6,0.35868
5000,0.1,0.2,0.6,0.4156
5000,0.1,0.25,0.6,0.4713
5000,0.1,0.3,0.6,0.52614
5000,0.1,0.35000000000000003,0.6,0.58428
5000,0.1,0.4,0.6,0.64116
5000,0.1,0.45,0.6,0.67172
5000,0.1,0.5,0.6,0.69864
5000,0.1,0.05,0.7,0.3582
